CONS,BOOTH,INC2009,BJP2009,CPI2009,INC2014,BJP2014,CPI2014,INC2016,BJP2016,CPI2016,Total2009,Total2014,Total2016,BOOTHNAME
NEYYATTINKARA,6,209,17,232,254,216,415,369,104,520,770,924,1003,"Social Health Center, Kadannoorvila"
NEYYATTINKARA,7,270,16,132,333,140,282,377,74,382,731,821,869,Govt. L P S Avanakuzhy
NEYYATTINKARA,8,228,28,76,348,99,268,419,41,361,719,740,837,"New High School Nellimoodu, West Building"
NEYYATTINKARA,9,214,107,91,211,222,154,249,120,220,573,620,618,"Govt. L P S Thongal,Nellimoodu"
NEYYATTINKARA,10,151,119,99,169,343,188,214,171,410,566,737,807,AgroSarcice Center (Krishi Vakuppu) Bhaskar Nagar Harijan Colony
NEYYATTINKARA,11,176,119,123,209,284,249,305,145,427,591,764,884,"MKM LP School, Pongil (North Protion)"
NEYYATTINKARA,12,204,148,131,146,372,164,191,217,329,578,708,753,"MKM LP School, Pongil (South Protion)"
NEYYATTINKARA,13,272,12,89,449,137,322,544,47,506,882,957,1116,Gov.L P S  Boys Venpagal
NEYYATTINKARA,14,214,86,228,153,285,279,200,128,488,640,742,827,"St. Marys H S Kamukincode ,  Main Building West portion"
NEYYATTINKARA,15,327,45,263,260,240,312,311,122,496,743,849,940,"Govt.L P S  Girls Venpagal, Main Building, West portion"
NEYYATTINKARA,16,254,27,162,250,154,273,372,77,335,586,717,796,"St.Chrisostom's Girls H S , Nellimoodu"
NEYYATTINKARA,17,339,172,306,269,507,334,307,339,628,901,1152,1282,"New L P S  Girls Venpagal, Main building, East portion"
NEYYATTINKARA,18,193,126,114,129,316,148,166,168,295,483,615,637,Sent Merys H S Kamukincode
NEYYATTINKARA,19,191,38,172,299,139,398,378,45,608,686,869,1039,Panchayath Community Hall Athiyanoor
NEYYATTINKARA,20,259,111,158,223,361,209,265,140,434,622,818,849,"St. Merys H S Kamukincode , Main building East portion"
NEYYATTINKARA,21,199,86,216,264,215,240,303,124,368,639,758,809,"St. Marys H S Kamukincode , South building East portion"
NEYYATTINKARA,22,195,47,249,223,199,313,247,151,487,648,761,894,New L P S  Boys Venpagal
NEYYATTINKARA,23,231,68,98,336,148,252,351,101,381,660,760,845,Krishy Bhavan Perumpazhuthur
NEYYATTINKARA,24,255,129,270,195,472,260,278,258,464,751,963,1014,"Anganwadi No. 65, Perumpazhuthoor"
NEYYATTINKARA,25,339,76,396,254,345,381,348,158,648,917,1026,1165,Panchath Nursary School Mambazhakara
NEYYATTINKARA,26,291,69,193,209,359,196,332,110,430,605,808,878,"B F M L P S Perumpazhuthur, North portion"
NEYYATTINKARA,27,256,36,331,252,293,465,326,93,758,722,1054,1188,"B F M L P S Perumpazhuthur,South Portion"
NEYYATTINKARA,28,326,131,266,294,311,284,364,203,500,963,937,1086,"Govt. H S  Perumpazhuthur, East building Center portion"
NEYYATTINKARA,29,259,45,137,295,130,271,312,66,425,673,748,810,"Govt. H S  Perumpazhuthur, West building North portion Staff Room"
NEYYATTINKARA,30,515,71,197,448,326,310,445,106,618,1042,1127,1186,"Govt. H S  Perumpazhuthur,Middile building Middle  portion Staff Room"
NEYYATTINKARA,31,274,45,208,245,200,298,252,77,496,667,763,834,Govt.Vetinary Hospital Office Room
NEYYATTINKARA,32,302,28,229,372,155,335,397,43,529,721,901,981,"Govt. High School  Perumpazhuthur, West Building Middile Portion"
NEYYATTINKARA,33,350,35,384,394,154,639,465,58,815,1047,1224,1358,"Govt. High School  Perumpazhuthur, West Building Middile Portion"
NEYYATTINKARA,34,223,271,317,244,477,311,263,244,590,908,1072,1113,"Govt. H S  Perumpazhuthur, East building , South portion"
NEYYATTINKARA,35,250,48,317,370,230,467,453,83,713,938,1121,1265,"Govt. H S  Perumpazhuthur, East building , North portion"
NEYYATTINKARA,36,252,33,360,347,176,422,361,72,561,828,973,1010,Govt L P S Venkuzhy
NEYYATTINKARA,37,275,83,232,309,222,243,304,129,429,683,811,873,L MS L P S Thozhukal
NEYYATTINKARA,38,236,11,131,330,59,181,350,5,288,542,603,646,L MS L P S Thozhukal North portion
NEYYATTINKARA,39,392,94,302,342,274,389,397,145,556,980,1061,1115,L MS L P S Thozhukal
NEYYATTINKARA,40,304,154,219,127,57,166,133,32,210,823,367,378,Victory H S Olathanny
NEYYATTINKARA,41,368,116,248,305,316,251,339,202,440,998,927,1002,Govt.U P S Sasthamthala
NEYYATTINKARA,42,194,57,183,326,250,346,385,149,526,640,961,1074,Govt.U P S Sasthamthala South-East Building
NEYYATTINKARA,43,208,20,125,249,169,276,309,82,441,568,712,838,Sent.George L P S Kodangavila
NEYYATTINKARA,44,197,93,179,305,48,227,336,9,378,514,607,733,Sent.George L P S Kodangavila North Building
NEYYATTINKARA,45,310,78,110,181,288,194,167,137,425,567,690,738,"Govt.U P S Sasthamthala, North building, West portion"
NEYYATTINKARA,46,332,86,158,262,245,155,286,110,309,661,674,715,"Govt.U P S Sasthamthala, North building,  South portion"
NEYYATTINKARA,47,359,72,210,304,318,179,343,154,352,768,819,863,Victory H S Olathanny
NEYYATTINKARA,48,515,202,197,322,252,239,399,162,423,998,869,998,Samskarika kendram Kulathammal
NEYYATTINKARA,49,272,105,179,348,498,200,354,212,519,579,1083,1097,"L MS L PS  Kollavamvila, East portion"
NEYYATTINKARA,50,344,31,186,255,255,138,191,140,401,660,691,745,"M S C L P S Maruthathoor, Center portion"
NEYYATTINKARA,51,265,105,171,368,130,226,375,34,437,575,754,854,"M S C L P S Maruthathoor, West Building North portion"
NEYYATTINKARA,52,342,71,202,241,314,181,269,156,421,693,780,857,"M S C L P S Maruthathoor, North portion"
NEYYATTINKARA,53,373,77,225,309,280,255,333,123,467,814,862,930,"M S C L P S Maruthathoor, South portion"
NEYYATTINKARA,54,248,23,118,328,230,273,428,115,457,576,866,1011,N S S Karayogamandiram irumbil
NEYYATTINKARA,55,273,136,216,287,140,214,262,51,401,682,664,719,"L MS L PS  Kollavamvila, West portion"
NEYYATTINKARA,56,254,103,323,279,262,175,232,141,423,777,764,803,"J B S Neyyattinkara, Center Building, West portion"
NEYYATTINKARA,57,327,29,81,245,239,369,210,113,639,678,891,969,"J B S Neyyattinkara, Center Building, East Portion"
NEYYATTINKARA,58,221,104,136,327,71,299,328,37,407,679,726,780,Asst Exe.Engeneers Office K W A           N T A
NEYYATTINKARA,59,241,4,462,315,216,294,344,150,482,750,855,986,"L M S  L P S  Neyyattinkara, North Portion"
NEYYATTINKARA,60,365,93,342,362,17,420,382,9,612,893,954,1014,Govt Town L P S Neyyattinkara
NEYYATTINKARA,61,293,91,207,282,320,329,298,169,623,695,977,1100,"Govt Town L P S East Building, Neyyattinkara"
NEYYATTINKARA,62,425,114,337,248,401,274,319,172,541,1003,966,1047,Swadesabhimany Town Hall Neyyattinkara
NEYYATTINKARA,63,428,99,333,306,306,340,307,128,620,946,998,1066,"J B S Neyyattinkara , West Building Middle portion"
NEYYATTINKARA,64,175,33,234,317,395,369,371,164,660,545,1141,1212,"Sree Vidhyathyraja Vidhyanilayam NTA,South Building East portion"
NEYYATTINKARA,65,176,60,230,249,163,244,284,85,392,639,706,771,"L M S  L P S  Neyyattinkara, North Portion"
NEYYATTINKARA,66,180,89,117,219,235,290,249,124,432,444,756,809,"L M S  L P S  Neyyattinkara, Center portion"
NEYYATTINKARA,67,349,135,173,187,259,127,199,140,295,836,590,646,"JBS UP School, Neyyattinkara (West Building, Centre Portion)"
NEYYATTINKARA,68,362,93,218,390,288,316,466,212,489,917,1020,1175,J B S Amaravila
NEYYATTINKARA,69,426,199,212,468,206,394,535,123,582,994,1108,1257,"J B S Amaravila, Eastportion"
NEYYATTINKARA,70,271,179,241,384,399,285,439,245,480,832,1122,1182,"L M S L P S Amaravila, South portion"
NEYYATTINKARA,71,382,112,115,333,307,381,374,198,561,841,1077,1143,"L M S L P S Amaravila, East portion"
NEYYATTINKARA,72,405,23,146,470,236,274,509,149,460,884,1008,1130,"Govt L P S Athiyanoor, Main building, East portion"
NEYYATTINKARA,73,192,81,110,494,115,384,626,64,489,502,1035,1196,"Govt L P S Athiyanoor, South building, South portion"
NEYYATTINKARA,74,286,36,97,239,205,194,257,146,313,577,650,719,"Govt U P S Athyanoor, North building, Centre portion"
NEYYATTINKARA,75,333,35,143,300,88,227,325,52,312,932,646,698,"Govt U P S Athyanoor, South building, South portion"
NEYYATTINKARA,76,160,104,147,421,223,324,539,116,450,557,1014,1116,"Govt. M T H S Ooruttukala, South building East portion"
NEYYATTINKARA,77,196,47,71,188,260,188,235,160,328,722,661,725,"Govt. M T H S Ooruttukala, South building South East portion"
NEYYATTINKARA,78,326,181,149,315,198,231,373,137,284,868,768,805,
NEYYATTINKARA,79,262,39,127,446,332,221,482,253,424,630,1064,1175,
NEYYATTINKARA,80,284,25,117,337,134,299,445,67,445,710,807,970,
NEYYATTINKARA,81,294,135,144,437,97,265,513,67,326,711,828,916,
NEYYATTINKARA,82,237,79,278,313,314,191,380,203,290,933,842,879,
NEYYATTINKARA,83,264,50,285,347,249,524,259,112,446,876,1172,823,
NEYYATTINKARA,84,482,8,119,420,185,455,129,13,291,806,1118,442,
NEYYATTINKARA,85,126,61,182,643,75,267,449,100,634,541,1011,1201,
NEYYATTINKARA,86,171,38,188,195,134,234,647,32,445,581,602,1130,
NEYYATTINKARA,87,421,62,161,242,141,277,226,87,336,800,681,658,
NEYYATTINKARA,88,334,9,140,483,186,313,313,53,380,831,1016,752,
NEYYATTINKARA,89,326,9,57,551,51,314,557,111,453,673,967,1129,
NEYYATTINKARA,90,224,84,178,517,55,146,644,14,402,651,752,1070,
NEYYATTINKARA,91,289,63,114,287,241,243,518,18,215,684,800,758,LP Boys School Chenkal (South Portion)  
NEYYATTINKARA,92,327,5,72,360,153,241,349,104,402,766,775,870,LP Boys School Chenkal (East Portion) 
NEYYATTINKARA,93,328,6,75,535,82,262,430,77,328,763,904,841,"UPS Chenkal (North Building, South Portion) "
NEYYATTINKARA,94,372,30,113,436,60,328,607,24,346,761,845,985,"UPS Chenkal (North Building,Middle Portion))  "
NEYYATTINKARA,95,365,26,158,486,111,203,530,13,412,921,817,963,Vrindhavan HS Vlathankara (West Portion)  
NEYYATTINKARA,96,203,17,176,533,98,336,498,58,323,708,1028,883,Vrindhavan HS Vlathankara (Middle Portion)  
NEYYATTINKARA,97,270,60,190,309,64,337,639,43,468,771,739,1163,RC LPS Udiyankulangara (North Portion)  
NEYYATTINKARA,98,244,24,146,398,131,251,347,21,428,716,794,798,RC LPS Udiyankulangara (South Portion)  
NEYYATTINKARA,99,248,166,123,381,115,322,512,66,348,710,853,936,Vrindhavan HS Vlathankara (East Portion)  
NEYYATTINKARA,100,166,170,118,288,324,210,459,46,412,710,854,921,Vrindhavan HS Vlathankara East Building (East Portion) 
NEYYATTINKARA,101,356,37,72,273,323,214,351,253,287,924,836,898,St. Peters UPS Vlathanlara (East Building)  
NEYYATTINKARA,102,480,13,134,440,129,469,308,246,333,951,1070,893,"St. Peters UPS Vlathanlara (West Building , South Portion) "
NEYYATTINKARA,103,436,134,128,602,82,428,502,94,591,862,1158,1201,LMS LPS Kodankara (West Portion)   
NEYYATTINKARA,104,297,23,191,515,271,258,668,20,604,719,1090,1302,LMS LPS Kodankara (South Portion)  
NEYYATTINKARA,105,246,133,135,363,77,353,586,221,395,718,814,1210,LMS LPS Kodankara (South Portion)  
NEYYATTINKARA,106,338,189,177,274,230,258,412,42,442,782,804,902,"St. Mary's LPS Maryapuram (Main Building, East Portion) "
NEYYATTINKARA,107,361,67,157,321,402,203,312,160,384,768,958,868,"St. Mary's LPS Maryapuram (Main Building, West Portion) "
NEYYATTINKARA,108,197,102,157,394,221,269,348,237,389,584,910,990,Lekshmi Vilasam HS Arayoor (West Building)  
NEYYATTINKARA,109,227,63,140,163,224,272,407,127,467,501,678,1016,Lekshmi Vilasam U P Building West Portion  
NEYYATTINKARA,110,474,59,162,286,186,141,219,131,355,913,644,712,Lekshmi Vilasam HS Arayoor (East Building)  
NEYYATTINKARA,111,434,2,100,593,119,277,322,106,242,767,1025,674,Lekshmi Vilasam HS Arayoor (North Building)  
NEYYATTINKARA,112,609,6,287,577,44,244,705,66,323,935,891,1104,LMS LPS Arayoor (East Portion) 
NEYYATTINKARA,113,334,20,197,302,13,230,612,10,348,626,586,976,LMS LPS Arayoor East Building (East Portion) 
NEYYATTINKARA,114,389,48,279,325,13,174,293,4,307,876,554,610,Gandhi Memmorial UPS Kulathoor (West Portion) 
NEYYATTINKARA,115,477,36,209,358,140,270,281,4,256,732,801,545,Gandhi Memmorial UPS Kulathoor (East Portion)) 
NEYYATTINKARA,116,484,9,194,441,138,394,422,50,414,705,1038,889,LMS LPS Arayoor (West Portion)  
NEYYATTINKARA,117,412,5,338,581,86,277,488,63,580,799,1013,1148,"LMS LPS Arayoor English Medium Nursery Section,  (South Portion) "
NEYYATTINKARA,118,457,3,210,506,35,250,589,75,426,715,820,1099,LP Girls School Thirupuram (East Portion)  
NEYYATTINKARA,119,640,4,238,461,29,360,470,9,323,917,904,814,"St. Joseph LPS Mulluvila (Main Building, South Portion)  "
NEYYATTINKARA,120,389,139,177,534,21,282,364,5,601,971,896,991,Agricultural Agro Service Kendram Iruvaikkonam  
NEYYATTINKARA,121,283,49,96,712,17,341,521,8,334,579,1118,870,LMS LPS Thirupuram (West Portion)  
NEYYATTINKARA,122,170,99,134,249,219,269,646,4,445,606,797,1102,St. Joseph LPS Mulluvila (Main Building) North Portion 
NEYYATTINKARA,123,244,32,126,170,57,173,239,175,418,612,412,841,LP Girls School Thirupuram (West Portion)  
NEYYATTINKARA,124,252,66,54,303,106,213,219,33,206,628,652,461,LMS LPS Kuttaninnathil  
NEYYATTINKARA,125,386,77,236,264,215,216,314,52,323,858,732,695,"IHDP Community Hall,Harijan Colony,Thirupuram "
NEYYATTINKARA,126,305,114,261,346,102,237,286,117,385,863,711,792,"St. Xavier's U. P School, Thirupuram (East Portion) "
NEYYATTINKARA,127,452,160,119,339,125,210,372,31,403,981,701,812,LMS LPS Thirupuram (South Portion)  
NEYYATTINKARA,128,259,49,45,373,307,272,336,84,404,436,995,833,"LPS, Thirupuram (Main Building, Centre Portion)  "
NEYYATTINKARA,129,407,130,109,347,261,428,314,150,654,744,1087,1128,"Govt HS thirupuram (Main Building , Ground Floor)  "
NEYYATTINKARA,130,237,32,184,524,307,313,356,120,588,541,1193,1081,"St. Joseph LPS, Vattavila (Middle Portion)  "
NEYYATTINKARA,131,314,53,135,255,150,114,514,218,518,653,535,1273,"Govt HS thirupuram (Middle Building , East Portion)  "
NEYYATTINKARA,132,273,19,129,423,271,118,211,100,220,459,845,536,"BM LPS Valiyavila ( East West Building, East Portion) "
NEYYATTINKARA,133,360,12,148,171,155,221,410,196,231,664,575,849,BM LPS Valiyavila  
NEYYATTINKARA,134,220,86,160,317,198,298,234,69,358,570,838,666,"BM LPS Valiyavila  ( South North Building, South Portion) "
NEYYATTINKARA,135,486,29,99,480,125,339,362,107,435,730,1032,910,"Govt: High School, Kulathoor  "
NEYYATTINKARA,136,274,26,69,424,100,365,260,27,309,467,946,605,"BM LPS Valiyavila ( West Building , West Portion) "
NEYYATTINKARA,137,244,27,109,234,231,196,221,39,283,495,686,549,"Gandhi Memmorial U P School, Kulathoor  "
NEYYATTINKARA,138,196,119,95,528,100,239,507,62,516,518,897,1091,LMS LPS Kakkaravila (South Portion)  
NEYYATTINKARA,139,298,74,112,287,88,140,271,122,326,674,543,727,Govt. HS Kulathoor (South Portion)  
NEYYATTINKARA,140,313,66,57,279,49,200,523,56,424,705,565,1010,"Vimalahrudaya High School, Virali   "
NEYYATTINKARA,Postal,0,0,0,0,0,0,502,79,731,0,0,1344,
THIRUVANANTHAPURAM,1,300,42,256,209,320,255,362,208,280,666,811,918,St.Joseph Lower Primary School Kochuveli(North Portion of New Building)
THIRUVANANTHAPURAM,2,316,57,216,321,238,213,381,172,239,630,800,856,St.Joseph Lower Primary School Kochuveli(Second Room From the north portion of New Building)
THIRUVANANTHAPURAM,3,373,4,241,396,54,254,476,38,245,630,732,801,St.Joseph Lower Primary School  Kochuveli( South end of New Building)
THIRUVANANTHAPURAM,4,290,8,233,295,59,251,391,46,245,566,641,718,St.Joseph Lower Primary School Kochuveli(Second Room From the south portion of New Building)
THIRUVANANTHAPURAM,5,353,19,307,309,154,294,420,149,291,714,789,951,St.Mary's High School  Vettukadu(South portion of main Building)
THIRUVANANTHAPURAM,6,401,14,273,431,123,256,475,133,335,710,859,1002,St.Mary's High School  Vettukadu(Middle Portion of Main Building)
THIRUVANANTHAPURAM,7,274,20,205,247,159,179,300,154,226,520,613,721,St.Mary's High School  Vettukadu(Middle Portion of High School Section)
THIRUVANANTHAPURAM,8,463,9,294,466,72,329,463,64,370,784,956,938,St.Mary's High School  Vettukadu(Northern Portion of main Building)
THIRUVANANTHAPURAM,9,403,2,170,393,27,184,419,23,221,589,631,702,St.Mary's High School  Vettukadu(West portion of South Building)
THIRUVANANTHAPURAM,10,468,1,180,421,21,247,459,13,282,667,724,789,St.Mary's High School  Vettukadu(Southern portion of east Building)
THIRUVANANTHAPURAM,11,488,13,224,425,66,200,666,45,237,741,918,1012,St.Mary's High School  Vettukadu(Northern portion of east Building)
THIRUVANANTHAPURAM,12,470,22,152,408,90,165,510,64,248,659,792,870,Sanghumukham Lower Primary School Kannamthura(The east end room in the ground floor of new double storey building)
THIRUVANANTHAPURAM,13,338,41,329,329,181,280,382,157,361,726,835,963,Sanghumukham Lower Primary School Kannamthura(West  room of the east end room in the ground floor ofnew  double storey
THIRUVANANTHAPURAM,14,293,105,167,166,388,126,203,303,158,579,692,708,Sanghumukham Lower Primary School Kannamthura(Western portion of north Building)
THIRUVANANTHAPURAM,15,350,132,156,145,509,126,207,415,187,645,799,857,Sanghumukham Lower Primary School Kannamthura(Southern portion of west Building)
THIRUVANANTHAPURAM,16,428,51,300,228,408,209,353,327,232,805,899,1033,NSS High School Palkulangara(North Portion)
THIRUVANANTHAPURAM,17,360,28,304,251,366,290,284,281,322,713,974,976,Govt.Upper Primary School Palkulangara(Northern Portion of main Building)
THIRUVANANTHAPURAM,18,416,60,419,280,326,378,200,183,208,922,1019,629,Govt.Upper Primary School  Chackai(Middle portion of South Building)
THIRUVANANTHAPURAM,19,297,97,302,220,352,199,320,331,224,708,832,959,Govt.Upper Primary School  Chackai(Western portion of South Building-Room 2)
THIRUVANANTHAPURAM,20,345,65,154,328,108,166,372,78,166,582,621,663,Govt.Upper Primary School  Chackai(Western portion of south Building)
THIRUVANANTHAPURAM,21,212,65,296,252,162,241,372,105,217,599,718,762,Govt.Upper Primary School  Chackai(Middle portion of North Building)
THIRUVANANTHAPURAM,22,458,7,215,377,28,272,458,14,251,699,732,795,Govt.Upper Primary School  Chackai(Room Situated in Eastern side of Eastern portion of the Middle Building)
THIRUVANANTHAPURAM,23,392,9,247,400,38,263,506,20,260,665,791,905,Govt.Upper Primary School  Chackai(Western portion of Middle Building)
THIRUVANANTHAPURAM,24,338,1,224,383,19,201,531,19,212,585,652,826,St.Roches Convent Sanghumukham(Northern portion of East Building)
THIRUVANANTHAPURAM,25,261,1,349,435,13,288,589,12,389,627,826,1042,St.Roches Convent Sanghumukham(Southern portion of east Building)
THIRUVANANTHAPURAM,26,346,21,339,436,85,247,519,88,350,723,862,1027,"St.Roches Convent High School Sanghumukham, L P Section(Northern portion of main Building)"
THIRUVANANTHAPURAM,27,204,7,254,255,25,236,352,14,235,472,573,654,"St.Roches Convent High School Sanghumukham, L P Section(Middle portion of main Building)"
THIRUVANANTHAPURAM,28,393,180,121,225,488,89,296,426,112,709,822,874,"St.Roches Convent High School Sanghumukham, L P Section(Southern portion of main Building)"
THIRUVANANTHAPURAM,29,280,50,297,152,266,187,206,208,262,645,625,738,Jama ath Lower Primary School Vallakkadavu(Southern portion)
THIRUVANANTHAPURAM,30,261,118,123,137,397,81,201,331,95,509,638,662,Jama ath Lower Primary School Vallakkadavu(Eastern portion of North Building)
THIRUVANANTHAPURAM,31,294,122,161,134,386,121,197,359,150,585,658,738,Jama ath Lower Primary School Vallakkadavu(Northern portion)
THIRUVANANTHAPURAM,32,323,146,136,145,470,86,224,417,107,616,719,779,St.Roches Convent Sanghumukham(Middle portion of East Building)
THIRUVANANTHAPURAM,33,237,67,184,106,306,141,157,282,158,499,577,637,Govt.Upper Primary School Eanchayckal(Middle portion of north Building)
THIRUVANANTHAPURAM,34,338,117,299,160,564,208,295,493,232,778,960,1086,Govt.Upper Primary School Eanchayckal(Middle portion of north Building-Room 2)
THIRUVANANTHAPURAM,35,407,111,270,249,394,193,341,348,298,813,885,1044,Govt.Upper Primary School  Chackai(Eastern portion of south bulding)
THIRUVANANTHAPURAM,36,275,118,209,237,437,179,313,376,213,618,879,978,Govt.Upper Primary School Palkulangara(Middle portion of Main Building)
THIRUVANANTHAPURAM,37,319,124,163,196,410,127,227,360,147,634,755,783,Govt.Upper Primary School Palkulangara(Eastern portion of Main Building)
THIRUVANANTHAPURAM,38,395,123,212,234,472,118,296,443,189,742,858,981,NSS High School Palkulangara(South Building)
THIRUVANANTHAPURAM,39,366,64,241,240,349,191,304,303,224,691,812,899,NSS High School Palkulangara(Middle portion of Northern Building)
THIRUVANANTHAPURAM,40,249,34,296,185,214,265,202,183,294,592,681,720,Govt.Upper Primary School Eanchayckal(Middle portion of new Building)
THIRUVANANTHAPURAM,41,309,45,170,291,275,170,290,246,224,541,783,832,Govt.Upper Primary School Eanchayckal(Southern Portion of New Building Room 5)
THIRUVANANTHAPURAM,42,347,30,264,248,278,198,275,240,225,662,754,804,Govt.Upper Primary School Eanchayckal(Northern portion of new Building)
THIRUVANANTHAPURAM,43,313,105,128,183,327,73,193,285,96,560,602,605,Govt.Upper Primary School Eanchayckal(Southern Portion of North Building)
THIRUVANANTHAPURAM,44,298,63,115,196,282,84,187,229,124,481,583,583,Govt.Upper Primary School Eanchayckal(Northern Portion of New Building Room 2)
THIRUVANANTHAPURAM,45,268,80,180,181,296,143,227,285,159,537,645,706,Govt.Upper Primary School Eanchayckal(Nortern Portion of north Building)
THIRUVANANTHAPURAM,46,277,35,163,171,192,130,196,168,193,483,519,602,Govt.Upper Primary School Eanchayckal(Northen portion of new Building)
THIRUVANANTHAPURAM,47,549,64,226,341,349,178,377,324,221,862,907,990,St.Anns LPS Pallimukku(Northern portion of east Building)
THIRUVANANTHAPURAM,48,407,58,152,273,284,131,298,228,176,634,719,744,St.Anns LPS Pallimukku(Southern portion of East Building)
THIRUVANANTHAPURAM,49,257,90,97,183,235,83,155,247,95,456,525,518,Govt.Boys High School  Pettah(Middle portion of South Building)
THIRUVANANTHAPURAM,50,325,24,186,317,134,206,305,95,245,618,680,714,St.Anns LPS Pallimukku(Eastern portion of north Building)
THIRUVANANTHAPURAM,51,284,49,82,188,173,62,224,145,95,441,440,503,"S M V H S S Thiruvananthapuram(Northern portion of East Building,Ground)"
THIRUVANANTHAPURAM,52,225,59,75,143,212,40,144,160,74,367,412,415,Govt.Girls High School Vanchiyoor(Eastern portion of South Building)
THIRUVANANTHAPURAM,53,202,30,120,172,139,97,167,96,143,361,422,427,Sree Chithira Thirunal Grandasala Vanchiyoor(North portion)
THIRUVANANTHAPURAM,54,213,28,81,197,120,78,205,98,125,334,415,451,Sree Chithira Thirunal Grandasala Vanchiyoor(Southern Hall)
THIRUVANANTHAPURAM,55,303,23,117,225,142,133,250,118,195,477,535,595,Govt.Boys High School  Pettah(Western portion of South Building)
THIRUVANANTHAPURAM,56,268,63,65,164,252,56,191,206,80,406,485,512,Govt.Boys High School  Pettah(Western portion of North Building)
THIRUVANANTHAPURAM,57,243,60,140,155,197,88,190,155,104,449,453,475,St.Joseph High School TVM(Middle portion 2 of Southern Building)
THIRUVANANTHAPURAM,58,421,101,198,247,397,102,263,330,160,752,763,807,St.Joseph High School TVM(Middle portion of Southern Building)
THIRUVANANTHAPURAM,59,258,203,123,97,467,67,143,400,82,589,646,657,St.Joseph High School TVM(Eastern portion of South Building)
THIRUVANANTHAPURAM,60,348,82,171,170,338,113,217,270,119,613,639,642,Sports Council Office Tvpm(North Portion)
THIRUVANANTHAPURAM,61,270,161,135,119,428,87,193,350,154,580,650,741,Sports Council Office Tvpm(South Portion)
THIRUVANANTHAPURAM,62,262,143,172,128,436,143,194,375,196,587,736,810,Sanskrit College Thiruvananthapuram(Southern Portion of West Building)
THIRUVANANTHAPURAM,63,258,117,77,117,365,55,127,322,71,464,553,567,Sanskrit College Thiruvananthapuram(Western portion of South Building)
THIRUVANANTHAPURAM,64,254,130,187,128,433,136,196,340,161,591,716,748,"College of Fine Arts(East Portion of South East Buiding, Art Gallery)"
THIRUVANANTHAPURAM,65,223,137,115,107,409,58,148,336,90,485,583,622,"Crush Building (D E O Office,Eastern portion Room No 2 )"
THIRUVANANTHAPURAM,66,267,230,138,120,621,91,211,507,110,652,859,869,Govt.UPS Thampanoor
THIRUVANANTHAPURAM,67,305,112,184,159,392,116,201,350,145,618,690,719,S M V HSS Thiruvananthapuram(Southern portion of east Building(Ground))
THIRUVANANTHAPURAM,68,296,221,122,136,540,63,226,433,109,653,750,820,Girls Mission School Fort(Northern portion of Main Building)
THIRUVANANTHAPURAM,69,314,17,149,281,128,128,290,102,183,524,568,616,Girls Mission School Fort(Southern portion of Main Building)
THIRUVANANTHAPURAM,70,340,15,209,364,161,238,386,144,305,669,831,889,Fort High School TVM(Western portion of West Building)
THIRUVANANTHAPURAM,71,412,134,140,328,399,113,310,375,187,712,882,923,"Govt.Fort Upper Primary School
,Virakupurakotta(Southern portion of Main Building)"
THIRUVANANTHAPURAM,72,484,106,174,322,351,162,388,320,248,797,867,988,"Sanskrit  High School,fort(Southern portion of Main Building)"
THIRUVANANTHAPURAM,73,331,75,97,247,277,67,283,225,145,518,633,702,"Govt.Fort UPS TVM(Middle portion of main Building,South part)"
THIRUVANANTHAPURAM,74,453,107,172,379,342,137,354,260,179,761,913,887,"Sanskrit  High School,fort(Northern portion of main Building)"
THIRUVANANTHAPURAM,75,499,19,282,391,143,305,351,121,346,850,887,935,"Govt.Fort Upper Primary School
,Virakupurakotta(New Building)"
THIRUVANANTHAPURAM,76,513,17,257,414,183,252,407,140,306,842,862,907,"Govt.Fort UPS TVM(Middle portion of main Building,North part)"
THIRUVANANTHAPURAM,77,416,81,184,272,372,147,312,269,213,722,813,869,Fort High School TVM(Southern portion of east Building)
THIRUVANANTHAPURAM,78,432,113,200,283,435,182,338,330,227,797,939,1001,Coir Bhavan Nandavanam (NorthPortion of Cellar)
THIRUVANANTHAPURAM,79,457,135,86,260,344,95,304,327,118,689,735,807,"Coir Bhavan, Nandavanam (Ground floor Building)"
THIRUVANANTHAPURAM,80,376,111,307,307,392,270,416,332,286,873,1019,1168,Govt:CottonHill MGHSS Thiruvananthapuram(Eastern portion of assembly hall)
THIRUVANANTHAPURAM,81,344,113,211,216,401,220,287,315,223,706,850,904,Govt:CottonHill MGHSS Thiruvananthapuram(Eastern room of the Eastern Building- PTA Office )
THIRUVANANTHAPURAM,82,339,29,293,262,121,358,242,102,364,719,767,775,Govt:CottonHill MGHSS Thiruvananthapuram(Eastern portion of office building)
THIRUVANANTHAPURAM,83,231,48,228,144,254,186,153,186,244,521,609,669,Govt:CottonHill MGHSS Thiruvananthapuram(Eastern room of the Eastern Building -Office Building)
THIRUVANANTHAPURAM,84,475,81,279,315,306,225,302,242,266,884,876,888,Govt:CottonHill MGHSS Thiruvananthapuram(Eastern portion of west Building)
THIRUVANANTHAPURAM,85,396,110,281,199,412,204,280,334,238,806,848,907,Govt:CottonHill MGHSS Thiruvananthapuram(Middle portion of west Building)
